13.02.20,00:03:10
14.02.20,00:02:58
15.02.20,00:02:46
16.02.20,00:02:40
17.02.20,00:02:16
18.02.20,00:02:54
19.02.20,00:02:29
20.02.20,00:02:51
21.02.20,00:02:44
22.02.20,00:02:31
23.02.20,00:02:33
24.02.20,00:02:46
25.02.20,00:02:56
26.02.20,00:03:02
27.02.20,00:02:30
28.02.20,00:02:37
29.02.20,00:02:45
01.03.20,00:02:23
02.03.20,00:02:46
03.03.20,00:02:34
04.03.20,00:02:40
05.03.20,00:02:44
06.03.20,00:02:31
07.03.20,00:02:32
08.03.20,00:02:33
09.03.20,00:02:30
10.03.20,00:02:53
11.03.20,00:02:15
12.03.20,00:02:51
13.03.20,00:02:45
14.03.20,00:02:45
15.03.20,00:02:40
16.03.20,00:02:56
17.03.20,00:03:10
18.03.20,00:03:00
19.03.20,00:02:43
20.03.20,00:02:27
21.03.20,00:02:20
22.03.20,00:02:57
23.03.20,00:02:23
24.03.20,00:02:17
25.03.20,00:02:27
26.03.20,00:02:35
27.03.20,00:03:03
28.03.20,00:02:45
29.03.20,00:02:47
30.03.20,00:02:52
31.03.20,00:02:25
01.04.20,00:02:35
02.04.20,00:02:39
03.04.20,00:03:07
04.04.20,00:02:52
05.04.20,00:03:02
06.04.20,00:02:37
07.04.20,00:03:02
08.04.20,00:03:03
09.04.20,00:02:51
10.04.20,00:03:24
11.04.20,00:02:30
12.04.20,00:02:18
13.04.20,00:02:41
14.04.20,00:02:58
15.04.20,00:02:51
16.04.20,00:03:00
17.04.20,00:02:49
18.04.20,00:02:29
19.04.20,00:02:34
20.04.20,00:02:46
21.04.20,00:02:32
22.04.20,00:02:57
23.04.20,00:03:11
24.04.20,00:03:08
25.04.20,00:02:21
26.04.20,00:02:10
27.04.20,00:02:46
28.04.20,00:02:41
29.04.20,00:02:48
30.04.20,00:03:08
01.05.20,00:03:02
02.05.20,00:02:22
03.05.20,00:02:02
04.05.20,00:02:28
05.05.20,00:02:41
06.05.20,00:02:42
07.05.20,00:02:54
08.05.20,00:03:03
09.05.20,00:02:54
10.05.20,00:03:22
11.05.20,00:03:02
12.05.20,00:03:01
13.05.20,00:03:03
14.05.20,00:02:54
15.05.20,00:03:04
16.05.20,00:02:48
17.05.20,00:02:54
18.05.20,00:03:23
19.05.20,00:03:07
20.05.20,00:02:57
21.05.20,00:03:08
22.05.20,00:02:56
23.05.20,00:02:55
24.05.20,00:03:03
25.05.20,00:02:38
26.05.20,00:03:09
27.05.20,00:03:01
28.05.20,00:03:07
29.05.20,00:03:07
30.05.20,00:02:42
31.05.20,00:02:41
01.06.20,00:02:56
,00:02:53
